from,in,label
1716994,3136270,0
2665006,976850,0
4444825,3866492,0
2964128,2201363,0
1929666,2704930,0
3313153,4279537,0
2640614,1216147,0
1508099,2385899,0
2731489,4457022,0
2938223,256609,0
3944976,2933890,0
101776,4372702,0
1851044,1338806,0
1515792,4232058,0
1357249,2303609,0
135828,4745355,0
1055018,2669088,0
1120205,3344483,0
886403,2792249,0
4084769,4064752,0
3167735,3655993,0
3648586,253077,0
1027887,3146981,0
4732079,794814,0
362103,3657578,0
919972,3326526,0
3568961,1119609,0
219094,1130272,0
4011694,1135742,0
2122686,3290239,0
3788913,110391,0
389421,970507,0
4069348,4145241,0
4848701,175546,0
3577011,3157496,0
4098140,34715,0
4520042,3216777,0
4514728,3384691,0
872072,2302746,0
4164117,1395600,0
2837917,226022,0
2545484,3859550,0
271310,3952567,0
4438816,2027120,0
2915119,149558,0
1945587,3923118,0
4616654,4345891,0
2376129,1654083,0
132292,352577,0
1412240,4412348,0
4043812,3623375,0
1401504,417540,0
2460603,3776750,0
1070593,295207,0
3256566,399172,0
3811004,3144356,0
2806786,2974502,0
3396175,246948,0
1324062,2694347,0
701676,3666907,0
4475196,4168431,0
1079876,2452237,0
2180102,2666544,0
3304328,4181482,0
4576144,3123192,0
966606,4589757,0
4536460,1649588,0
1847253,1104563,0
3148853,3235879,0
4437966,3287432,0
4303470,4700844,0
2105475,279620,0
217759,527749,0
1113340,1708080,0
231517,3998415,0
4610749,22032,0
2943062,4218955,0
4504493,1888503,0
1984189,2615281,0
1023072,3583311,0
575776,1438004,0
2477550,2168752,0
3807732,1546287,0
4634013,2569061,0
1062754,2159039,0
1294449,1479980,0
4238868,1369042,0
3958878,3806667,0
2451583,3398809,0
4488755,3328829,0
1319259,4646119,0
4445879,4619441,0
1860001,478341,0
1686042,2814513,0
4456052,3228657,0
4397229,3196558,0
1899892,1136917,0
3010547,4629701,0
556723,475257,0
4727336,4467121,0
1664853,4232374,0
440729,1446159,0
576187,664527,0
3289778,3996453,0
3939227,1609710,0
531967,3022424,0
3212990,2098764,0
1498233,4009133,0
3825959,2830005,0
3553163,322151,0
969012,1094282,0
2658246,473434,0
3376063,1042062,0
1998607,1353320,0
1235960,1622650,0
4830173,4553063,0
2446384,3868001,0
4786884,2863215,0
1294901,533756,0
2579523,1195509,0
53315,776306,0
1954220,755620,0
4567059,2283318,0
1834502,1686442,0
3023374,3008525,0
853416,1479232,0
1626113,102917,0
2392545,971476,0
451645,943776,0
3085270,4037162,0
3616093,2464808,0
2209784,4419524,0
1488725,2841037,0
3380647,4074444,0
1610317,2466611,0
1217136,2851350,0
3871923,628450,0
1004715,2172532,0
2554708,4839723,0
672647,2822012,0
356856,1939282,0
1002434,849265,0
3644189,3174919,0
1801106,2664495,0
3275800,3198402,0
2267878,526716,0
759903,4058781,0
145401,1400219,0
3495262,1739625,0
2510193,2621999,0
903985,120148,0
1152425,1144700,0
4866667,3123892,0
3944507,4595977,0
4772175,619568,0
1880749,1452214,0
1114629,1143842,0
2443742,2916046,0
3957912,2076088,0
467109,2953042,0
388997,4641275,0
1140032,979234,0
3547563,4620691,0
3175245,2386873,0
4735770,2213125,0
2895018,2607383,0
264885,3807513,0
2828716,4408024,0
403862,3122697,0
3556098,3001168,0
120845,4543247,0
2780166,3175591,0
3724621,36192,0
2005393,3349744,0
2678538,1695988,0
1917134,345753,0
3314992,3444890,0
3827121,1331352,0
1674972,2715010,0
2600453,204930,0
3502120,52723,0
2485569,4278740,0
4030981,1594614,0
3671828,3629632,0
1032111,1463882,0
1250808,871237,0
979202,1991522,0
2302452,4777685,0
2469405,2480610,0
874051,1609923,0
4217856,893286,0
1609604,1245498,0
2914861,4427251,0
3614570,3564089,0
2871790,4461394,0
4620724,1443496,0
1947167,3976973,0
4530794,4700070,0
2287614,984647,0
3578943,1620057,0
714072,4787972,0
1756346,3699230,0
1989037,377441,0
742737,3703589,0
3763171,2309763,0
3241235,3651391,0
2380952,4161413,0
4018467,4630183,0
2540643,4790854,0
1763206,3077189,0
2896448,316411,0
3124146,505160,0
2756256,2347417,0
4454099,3126677,0
4721036,2290243,0
4187737,3315817,0
246172,1146786,0
370224,4617446,0
2582100,628984,0
2788021,3874072,0
2910494,1129592,0
1701665,2676914,0
310733,4391798,0
2045250,3201623,0
1649527,1590447,0
4319258,4384566,0
4599981,3882549,0
3379722,498148,0
2656898,2965345,0
3625752,1804196,0
341545,4002875,0
2619323,3193982,0
550080,1077124,0
3320478,103860,0
2715128,3741233,0
3917884,2696604,0
1572658,3481309,0
4439827,212212,0
1759543,333596,0
933119,762476,0
3812498,2224439,0
1480973,4703813,0
1334834,4424347,0
3545910,4513930,0
3065399,2733449,0
510140,3848666,0
2764933,3343754,0
1042209,1108873,0
2687247,4586007,0
70282,2448666,0
778015,124429,0
3205174,3085956,0
4454221,2785930,0
1159114,2270379,0
4650910,2758774,0
725007,252798,0
521203,2940348,0
2627188,1047552,0
4124680,2212958,0
2594405,1083859,0
3379219,4832711,0
1486950,1378061,0
629443,1328764,0
1378989,2411472,0
3796149,2623881,0
4666039,4076798,0
477409,228491,0
3490388,4266489,0
422216,63128,0
2093785,165225,0
3020814,1761076,0
2221917,4662560,0
927555,3767113,0
314182,388316,0
3346855,2828425,0
1127662,4026720,0
1204052,1776280,0
4377241,134254,0
1782969,2820763,0
4795179,1180211,0
3667432,4380574,0
231270,3039036,0
1681253,2207562,0
2161167,3144116,0
1046773,2424104,0
3907080,1090935,0
4845354,809793,0
1813821,3206797,0
1189404,1868595,0
1321245,3202613,0
1372983,3920931,0
871862,510861,0
3194745,675118,0
2953130,3536435,0
3044108,1025261,0
4654627,3074969,0
4575113,806249,0
876669,3199565,0
1999822,2533762,0
4180396,66154,0
77371,1434819,0
1357278,2853164,0
4696673,4566519,0
1353128,1563450,0
104822,1641855,0
2110491,90673,0
2653391,241285,0
4533263,523384,0
1624342,4362465,0
3817996,3172632,0
2811675,4794308,0
2319884,137900,0
3675145,2362279,0
4313102,3025416,0
518680,1650798,0
1880461,1609988,0
413764,1566476,0
1679016,4832790,0
4329493,2030854,0
2743498,2672601,0
3215180,2054635,0
2783498,271367,0
2337760,1013318,0
4611821,1942086,0
332549,464549,0
1964831,4062402,0
4355670,3287989,0
3269958,4513542,0
4149476,1849436,0
4544412,833847,0
4741815,4197809,0
2059179,3826828,0
2548992,4150769,0
3742166,3082215,0
3359042,1105618,0
1876766,3655075,0
3241114,4195496,0
3104979,4729308,0
1306729,2645065,0
1629222,2703290,0
1620130,3143589,0
2334073,3933309,0
2897605,3405847,0
2154596,1130835,0
2060857,4587825,0
2830775,784710,0
2002408,2638175,0
522711,2446696,0
4833160,515315,0
3156425,1811827,0
1347058,2655544,0
3520015,2389942,0
605234,3696537,0
4666084,4640724,0
1193414,4462172,0
688929,3497769,0
242364,1926720,0
1605402,4634130,0
3891288,2291486,0
1208054,3299588,0
1596914,4260499,0
1071601,4660615,0
1090870,4168820,0
2615276,21643,0
769049,2788814,0
4579649,302671,0
4545960,739970,0
1646898,2972111,0
4401792,617393,0
1181607,2348777,0
452094,4663358,0
2187205,2740211,0
2439179,4115117,0
4597555,4016757,0
136970,816424,0
3400107,3115487,0
4153791,1160648,0
3135049,788252,0
431143,1745038,0
4517360,4046972,0
824433,4027223,0
1252961,4299317,0
4721728,1346606,0
506403,275123,0
3391859,3129008,0
1440910,1304730,0
865970,87776,0
2141000,4181105,0
2160989,4030214,0
3691358,1717380,0
2289647,1106900,0
4509610,1359422,0
774158,715540,0
2318683,2893663,0
2818524,3651768,0
4801636,4126765,0
1046941,3487888,0
3014543,3596035,0
1974322,2776252,0
2101721,1446685,0
4088598,4697218,0
4050336,3299673,0
1017412,1513030,0
3502883,4081357,0
4808468,1779318,0
3724655,2795738,0
1178502,3394696,0
2571846,1749416,0
563939,943971,0
4453510,686306,0
1322884,2023080,0
3889715,161709,0
4747298,441025,0
4358228,2317882,0
698784,2977392,0
4242241,183049,0
3128623,4225642,0
2410157,3912607,0
2613685,4693667,0
3908269,4159457,0
505425,3794793,0
1559167,3436049,0
3655936,1785164,0
1227523,2508275,0
1702638,4518299,0
4090890,2879525,0
3663574,4681779,0
4164127,2139120,0
604496,4766959,0
1290069,4340473,0
3755704,843514,0
2390610,4634273,0
3156922,3627104,0
1647390,3336061,0
954932,4218842,0
1941353,910553,0
2821475,4699972,0
2766563,2778566,0
2655406,2428574,0
3773972,908360,0
4497012,4367161,0
1937319,2158244,0
4365025,2817597,0
1228051,2762996,0
3014183,836542,0
3123357,766568,0
1009673,3270689,0
4808979,3538563,0
1299120,1342777,0
4315992,4766052,0
3669266,4008804,0
619939,3569606,0
4499820,2067522,0
369114,4229274,0
3377592,3252126,0
3589697,4042381,0
1064633,4203838,0
3262341,2587503,0
2373648,1547952,0
216557,2336540,0
2403799,3416735,0
2212737,3561127,0
143362,3186028,0
3693320,2978490,0
1992390,2574720,0
1459132,4447580,0
2327860,2883960,0
247285,3058666,0
3909759,2551074,0
2548875,2490408,0
4135017,1304992,0
3961405,2340291,0
3765961,72256,0
2392378,4278701,0
2705145,2566582,0
2397171,3591915,0
797831,2525347,0
4258663,1361161,0
3829852,2545180,0
3076136,3822439,0
4186005,1828768,0
3234632,1872425,0
149836,2333824,0
3469580,4331013,0
1668090,3179551,0
3071743,2857916,0
1839422,3560639,0
4469784,1594440,0
4646888,4210832,0
2771936,4057271,0
4632429,2181746,0
3222304,3916469,0
1062485,862317,0
4089575,4316876,0
1130576,4776551,0
3082151,45571,0
2524081,3582749,0
1096821,1656056,0
4505778,355319,0
3064870,980293,0
3257626,1122196,0
844849,4652612,0
15061,627699,0
593504,2897240,0
851980,4456732,0
3122553,1244720,0
906524,196985,0
1930768,3025102,0
4023707,4404541,0
570024,767172,0
1969910,3416457,0
2502623,411990,0
2870571,3290198,0
1455432,727166,0
3378401,2663972,0
353604,61303,0
2372418,3364973,0
3922851,511659,0
3844464,2993984,0
4120469,706455,0
4113001,4401896,0
918961,3333680,0
474031,4031957,0
4029802,3925837,0
4684554,733409,0
1577077,2153891,0
660438,3858876,0
3531655,4731537,0
4206633,744623,0
4850303,4700573,0
3511125,2666868,0
4591883,240498,0
2009150,2159878,0
1389285,3376082,0
4051824,1908106,0
1429281,4776098,0
4859746,2343686,0
4728386,1050401,0
4759526,2065056,0
3863118,2793294,0
3972254,2590359,0
760113,4595168,0
1552806,2363988,0
792997,307709,0
245728,1046935,0
2945532,1203539,0
111647,3725890,0
2884355,3593102,0
4021688,2435148,0
3726927,4522092,0
582989,2721586,0
104552,2268972,0
4816434,3941748,0
4505236,1853786,0
526268,1430218,0
1546898,786810,0
2013904,1626569,0
1347107,2068418,0
4650839,4342065,0
1117697,2055600,0
1988460,2368387,0
1297635,4549870,0
3803268,2364361,0
1712116,4656964,0
1750618,4432518,0
4684649,2959782,0
4303953,1361774,0
778726,4359747,0
1413848,3280554,0
4219672,1914552,0
428777,574788,0
3066232,2931243,0
1925994,1220783,0
4200789,4074621,0
597757,3291519,0
541677,2876630,0
1366980,3168635,0
4726923,2015619,0
205980,3329132,0
1961006,757631,0
2820944,1884081,0
2069504,3534944,0
1598985,841955,0
4750245,4684271,0
1636643,331409,0
3561893,1650092,0
3314828,3571152,0
4387530,3885019,0
2731502,2974153,0
1151720,3255803,0
1135245,1491310,0
2783612,2777112,0
3969242,1878800,0
1784980,4848845,0
4301472,1746203,0
3343057,4150456,0
3188822,4445431,0
765122,4302277,0
3606255,213940,0
2795538,1665898,0
3788480,2798855,0
337385,692573,0
1027704,2569761,0
4644519,1914376,0
1307793,4032649,0
2206064,3925423,0
3985973,588844,0
3989906,1837407,0
2058615,1706419,0
4551593,215357,0
4772473,3752288,0
3573758,1760210,0
4324342,2823100,0
1584112,2892019,0
1140529,3740964,0
1280542,2264901,0
3940660,483853,0
1583801,3610236,0
378643,3347165,0
2504077,1795816,0
820275,1398902,0
2131092,847128,0
1642038,1322041,0
1885375,3623478,0
693369,817739,0
4246041,3604172,0
2002211,2774405,0
2341005,460885,0
421363,907960,0
53099,2880253,0
2468362,3869290,0
4723102,1065403,0
2930627,2425526,0
3226179,1815732,0
2757943,4273078,0
1229950,3151805,0
2222631,1397934,0
1633254,1638066,0
2570621,1741297,0
4130592,1520829,0
1690096,1978104,0
1596035,1060575,0
1533298,816184,0
4670473,1989227,0
1165271,2837291,0
221154,2000215,0
3092035,2881121,0
1970153,1188166,0
1136282,2959416,0
3553754,970443,0
2454131,1599509,0
589226,2978264,0
2008337,3127124,0
817685,2577782,0
3823380,2394971,0
4395955,3990910,0
2269749,1639283,0
2197994,3085273,0
3032715,1375899,0
203350,167720,0
3622278,3043309,0
3755896,3340799,0
1458853,538663,0
3153973,167634,0
348799,202087,0
3112121,4810468,0
3793356,1310980,0
4641994,4719500,0
2227105,2836074,0
462140,782013,0
3428960,2756760,0
912004,3299061,0
743451,3317214,0
1228690,4146110,0
1968251,1215651,0
515897,2788129,0
229840,1076877,0
2487381,262535,0
1699151,1635797,0
976646,3341102,0
1306604,139665,0
1967050,3635974,0
4353158,3213177,0
2821338,2843713,0
4377223,2025491,0
3705656,4051340,0
365771,597120,0
1898996,1912633,0
1962961,4153841,0
1543089,3597418,0
1262268,4762802,0
1311983,831649,0
4340632,3891448,0
182999,1268981,0
1140736,4140487,0
3006885,1898052,0
2945285,2800721,0
4086735,1324224,0
4769370,56759,0
4417731,3894814,0
2163751,4208385,0
1870827,3299146,0
497609,3116994,0
3046886,4078359,0
602573,3968250,0
4193180,4811191,0
1761051,1519702,0
3542361,3463768,0
1083221,2810142,0
170538,4493561,0
841454,3195541,0
2146683,788748,0
1032556,1390398,0
3317863,3502894,0
1945933,669355,0
387737,4792022,0
3309937,3832288,0
3126216,1601598,0
807098,1939908,0
3642237,2117547,0
1971983,2195851,0
3935965,4790359,0
3057913,799794,0
814503,98912,0
3567438,3159142,0
738657,4228010,0
2083381,115189,0
2691383,3907092,0
3512639,1268669,0
3977178,1672127,0
2059866,82817,0
3567731,1152315,0
264807,1692083,0
1372648,1791504,0
58646,2823916,0
57587,4712811,0
2180351,617504,0
1705135,1892481,0
1763022,1975029,0
767323,4529507,0
3997142,1300741,0
1913586,2647611,0
4726733,632502,0
1402925,2057807,0
455369,496131,0
989025,3186017,0
3792380,1215291,0
4424836,1636896,0
1810937,394620,0
1890702,408381,0
1229548,3428295,0
4571165,4717494,0
2977935,449733,0
4618035,3910128,0
4601201,2124503,0
1347714,778243,0
1727205,4745466,0
536679,471168,0
1783177,4132954,0
4557787,714259,0
1166139,902474,0
4215801,687041,0
551171,3789457,0
3085939,206056,0
371446,3519347,0
543650,4860512,0
1550060,4209316,0
3676426,2826553,0
1332749,4574279,0
3622568,4751903,0
3697400,675406,0
4462262,2929984,0
3696484,4248066,0
733780,4031574,0
264061,3751741,0
966667,1205190,0
2493368,3947640,0
2510934,3873951,0
422192,4438728,0
1941705,3895028,0
4288769,3965843,0
3486432,4451693,0
219608,2465128,0
2977855,3296703,0
3512281,3710290,0
1998234,3111905,0
2980026,2879100,0
2477751,3029788,0
675786,1806158,0
3725632,4656857,0
4827497,1746577,0
3058361,480443,0
2228296,4138494,0
794125,2484290,0
2278342,642044,0
3487639,810719,0
3375284,977477,0
605077,2539704,0
205008,2073855,0
4548251,4567780,0
4196634,1017985,0
3249004,3052516,0
1300233,4043986,0
1242492,3623210,0
4518563,3248225,0
4175690,3796481,0
327702,1019270,0
1787175,654836,0
3429030,3887213,0
4791411,4740588,0
250212,1779673,0
2271052,4104334,0
2796741,2815328,0
4836445,1147959,0
571469,1083335,0
3685625,2581988,0
222221,2420254,0
2026995,4069173,0
990220,3357886,0
3037922,2991606,0
686380,173755,0
773531,3901598,0
9267,3969228,0
3767046,2429209,0
4297239,2404793,0
540553,176654,0
3497092,618248,0
336931,2761255,0
2334937,2780464,0
3318545,1817261,0
4818573,2733697,0
2075870,4770622,0
1652265,1636207,0
722056,824492,0
176301,723674,0
2585940,1365114,0
2590121,3342823,0
2162533,1737867,0
1281256,776264,0
4492969,3328527,0
4236958,1364604,0
2829896,2561320,0
3119819,88354,0
2300296,1091162,0
274467,4595474,0
3440983,23618,0
1656679,2688679,0
2365977,2499877,0
421190,2154268,0
3539238,4487223,0
2735590,58367,0
4294511,1553677,0
4843170,3085130,0
552158,4790433,0
3194213,2757071,0
365266,2895473,0
582527,2298321,0
2577282,3450483,0
2799166,1065471,0
546145,2021820,0
2106340,2841821,0
3039063,1151318,0
2475893,2586401,0
4806346,4584531,0
4803799,3202338,0
4228034,2077689,0
481599,2482492,0
467074,3391352,0
3051241,2670322,0
2820730,4365344,0
570541,4813309,0
2879494,3186699,0
1827019,2177667,0
121554,3970897,0
3913125,2292644,0
2766373,4853534,0
4643928,2240191,0
3283206,4654132,0
3621455,4142062,0
834630,4727156,0
1167733,278184,0
1454706,2921196,0
1789738,4329002,0
2904276,4259391,0
1498896,2001839,0
3117731,288966,0
1001227,613232,0
3306498,2527009,0
3108975,1007289,0
4352508,2572004,0
3501164,3277169,0
2370317,4324191,0
3476893,3257576,0
858950,4045033,0
4779240,3713241,0
1243231,2515523,0
2639922,3789089,0
2252982,1494328,0
4468875,2951693,0
12606,3404687,0
4372472,4860456,0
4022631,4714412,0
1011001,2175581,0
1519329,519841,0
2844240,157702,0
3114211,1384943,0
4686236,1228785,0
355441,2334675,0
2761027,1670984,0
1003680,3265454,0
4123674,3261384,0
1849810,3494541,0
2090813,352693,0
1483805,3232577,0
4738850,285327,0
1691260,1946883,0
4633601,4503473,0
2843899,4731232,0
2812885,1237042,0
971922,1973084,0
56731,2544432,0
2138414,3487956,0
626133,3513417,0
2348893,4490561,0
3856460,3080284,0
4379982,201166,0
4331688,1815057,0
3372218,446886,0
1450817,3028716,0
4292007,2779102,0
4566435,4358093,0
3242404,4278663,0
1445918,1599107,0
1184383,4219943,0
2848376,3295036,0
3747945,2919386,0
2891556,1838636,0
2913876,1870252,0
1293072,1909319,0
28063,2181238,0
4706561,4462998,0
3973833,2241800,0
2484341,4121318,0
2047100,4718575,0
3628399,4003076,0
4769212,3420359,0
726191,680451,0
4028664,2532005,0
3360495,1566254,0
3525599,2103407,0
3368315,3198334,0
2248947,385814,0
2600380,458750,0
2188291,1017522,0
3347562,4313284,0
4849643,495117,0
44618,1497306,0
2765490,175345,0
3251825,3649559,0
4355831,1223159,0
2157713,3711915,0
1393358,218928,0
4505425,78099,0
4221935,2844307,0
4228158,172675,0
1414959,2689662,0
1115357,1143151,0
844289,1729181,0
2387039,97004,0
306641,3708237,0
2391023,1399562,0
941006,2817079,0
240789,1441834,0
2005933,68833,0
1631141,161322,0
4823590,3815516,0
2605614,2233122,0
637604,1623819,0
2063507,1148858,0
3586224,3482015,0
4404139,1202995,0
1531531,2738583,0
2940065,742021,0
2140165,4442353,0
3467239,4191651,0
3571881,3909846,0
4017724,1941210,0
394640,4224775,0
343138,957466,0
4693332,2854335,0
1683988,2163749,0
2998446,2655592,0
2213577,4026748,0
142629,3198955,0
921948,629339,0
2971279,853578,0
971437,4365037,0
2690952,4403143,0
4836193,930689,0
757633,1117925,0
1289081,266660,0
2387850,1607731,0
3097368,4394275,0
2975402,402098,0
4185572,3039260,0
2321264,583326,0
4261059,2733807,0
2803196,515781,0
2992688,1212431,0
2203825,4302575,0
3958471,1271760,0
1082073,2536666,0
3318515,4279935,0
376385,868917,0
1907408,2206345,0
231231,1120702,0
3633232,189899,0
1885909,4055427,0
1612492,3561383,0
103432,1426913,0
4445164,3503073,0
375910,1340992,0
1970531,1871090,0
1418199,1532075,0
174337,3583697,0
957542,488064,0
1171655,2449277,0
1320421,2937150,0
4357667,1651719,0
412032,1684149,0
4694415,4627786,0
788592,269162,0
2940233,3462750,0
4510139,1250970,0
1956909,767410,0
2644155,1314852,0
1634418,2298225,0
4109685,2888689,0
1884837,2023887,0
1790760,2303541,0
3100590,1926861,0
1405576,3442543,0
2310612,1736141,0
1261807,840714,0
1676238,3305059,0
1039172,336046,0
1804597,255252,0
380767,412880,0
4689688,3370085,0
4114354,2867584,0
851814,4019060,0
1472293,1815044,0
3844026,2470042,0
2258706,1807993,0
1996517,1498039,0
2795288,4564681,0
2609114,210150,0
4064464,4370058,0
1418991,3233960,0
4812321,4471503,0
1623216,1057819,0
2524062,280701,0
1832259,4236877,0
4627396,1820621,0
606822,1925960,0
1074559,4268170,0
3503363,4119614,0
4793298,2609539,0
4275644,2349883,0
4608620,3258905,0
4295005,2334303,0
985717,2342514,0
244594,3142323,0
2333844,2189204,0
1332109,3952331,0
1127591,1637430,0
3399049,2843525,0
2016497,2435127,0
2692809,4332182,0
785612,2437898,0
1721768,4286546,0
3759410,2528149,0
1674198,3138773,0
4248797,3534242,0
2183159,1334424,0
4520055,2294795,0
1400841,775554,0
780293,4017124,0
4503121,3518622,0
942656,2030841,0
1628664,3767604,0
2092018,3488329,0
2976500,578159,0
1725559,4179892,0
3629601,1590846,0
3102232,4093511,0
1213262,1714814,0
3316967,196779,0
3149416,3051930,0
4791823,533617,0
1435314,4037110,0
1793997,1658940,0
1781684,2291937,0
4846677,477110,0
758709,3217332,0
3529670,4660333,0
3518026,4773178,0
2496824,3175392,0
1918534,2508279,0
899017,3321917,0
2647271,545,0
2459169,2411990,0
1786415,4843516,0
3954683,3543845,0
1556351,2673631,0
4586868,1966620,0
4566535,2955216,0
4446206,291230,0
4664321,516311,0
681402,272699,0
2113248,4478525,0
2513398,3122965,0
1110404,3769405,0
3505659,1562969,0
3318430,3880510,0
4389010,1116461,0
4577694,1704831,0
3971582,1320764,0
3955307,722656,0
1206575,4740134,0
1380520,349273,0
29281,3759924,0
4594872,1899339,0
1584116,596888,0
580236,769924,0
3769213,301026,0
4704885,2191774,0
2068377,3556833,0
916947,3158909,0
3150509,1861183,0
2706103,2423905,0
4499140,4031276,0
971762,3509642,0
2300881,2094585,0
1438521,439047,0
3665276,2899092,0
722691,3718014,0
3298154,216394,0
2865121,85625,0
1630477,4470138,0
1167982,2884915,0
4804693,908604,0
1310944,1576555,0
4385731,201812,0
4817447,2485961,0
34801,4865834,0
266507,797352,0
2997191,3585341,0
1359254,4724597,0
4542518,2280961,0
1208567,2170456,0
2647508,2362272,0
2916096,3934784,0
4448224,1170868,0
1354121,3719090,0
2558422,4047310,0
2801536,2635401,0
356398,3865083,0
1328921,1938929,0
3948857,3110468,0
3641552,1014982,0
1221314,4134395,0
2046560,3351515,0
1730167,401752,0
3495865,728817,0
1188065,1503210,0
3352338,3499620,0
851448,619072,0
2653798,1905214,0
1379250,3536768,0
594226,691613,0
4793371,3156936,0
1015130,1088789,0
2638308,682687,0
3564956,3777252,0
2119005,4296442,0
2241342,3865621,0
1479100,1005031,0
35357,2975708,0
1178955,3470596,0
1562838,1453618,0
423481,54916,0
1482263,1567378,0
3530738,515731,0
1012281,4464174,0
4424650,4220108,0
1070926,1439466,0
2351574,74295,0
2539962,2777161,0
1739840,3834588,0
2600136,1720764,0
2126050,4656216,0
205546,3799070,0
2937074,4421190,0
324972,2025844,0
3405220,2086094,0
3380653,501534,0
640667,3829438,0
3860288,1549510,0
509120,402362,0
779041,1273276,0
715220,1598729,0
1063552,2884070,0
4289409,3625443,0
4106674,3169922,0
4080705,2607942,0
3029090,2607857,0
1666576,1017086,0
733593,16001,0
421499,618143,0
3568433,230844,0
1350112,2579865,0
2130369,3854688,0
4859516,2434992,0
3129858,286743,0
1157211,3305188,0
1752154,3047672,0
3782125,2149849,0
3922541,4007217,0
3269830,3417755,0
4411461,444652,0
3216053,2406462,0
566759,1058066,0
1493846,148352,0
1090081,4866112,0
1130806,3713052,0
2612835,3972996,0
651141,1107875,0
3969238,2422493,0
6863,457427,0
4524811,1756945,0
633164,1013034,0
2991512,2750062,0
980791,395371,0
4352487,722238,0
1571669,3278570,0
2039316,2511842,0
4539626,1419386,0
1305034,4267351,0
1571935,2101211,0
2989868,1756384,0
165811,3288494,0
4810264,345222,0
1261648,1549020,0
2043265,1631205,0
1147832,4462491,0
3043821,2659191,0
3307312,1355746,0
3249637,3825021,0
3621671,275869,0
1059905,846783,0
479034,3901898,0
3651192,98300,0
4505780,3698679,0
2386913,356206,0
4601332,3601020,0
3753496,354660,0
4362338,3405996,0
2568648,2513425,0
850092,80760,0
4742011,4740814,0
2959922,1402220,0
4114629,236889,0
3987806,1581082,0
4198447,1701848,0
4415634,2968281,0
2389963,3595708,0
2262859,676310,0
3040855,514115,0
782091,5880,0
2493054,3684204,0
3671495,797905,0
4467323,436266,0
2582626,2260745,0
4484433,1195236,0
2685695,373528,0
1799282,4213426,0
1451248,4075067,0
166022,3943405,0
4612848,1072890,0
3841519,2644463,0
2932994,4375956,0
3501452,2111784,0
2150114,4781006,0
246316,3224336,0
3988644,235402,0
590949,2727178,0
2943957,985616,0
854642,187857,0
3166632,135094,0
469899,1692866,0
2193920,4615708,0
4509411,1725779,0
3981691,233716,0
1920405,1764258,0
2566900,2138198,0
4241431,4393975,0
4525992,367703,0
1821146,2138818,0
3418081,491655,0
602504,2963615,0
226367,2196486,0
1711952,666545,0
620597,1768060,0
3739212,1559812,0
552640,2955319,0
2256519,1135457,0
2805297,2359115,0
2889509,3051504,0
2067937,4358369,0
3905281,3359676,0
3033952,2111426,0
4261461,4772630,0
3755743,158080,0
3561394,4798260,0
1064208,225945,0
257177,2031429,0
4683825,4473756,0
3686423,3078115,0
1339891,859939,0
1309132,2724220,0
913209,3089162,0
2938281,962406,0
2122807,1570998,0
2573479,528467,0
4033200,2223726,0
145118,1283393,0
3693877,4107106,0
1096003,1466921,0
3348897,2048840,0
3349375,4706641,0
4159348,1503414,0
3590865,2012277,0
1254079,2241475,0
4540766,2534622,0
2751143,374818,0
4367801,3783747,0
2887229,906439,0
2246437,2299032,0
3734271,2763121,0
3757973,4096673,0
1619431,738161,0
2260807,2822949,0
2355040,4580648,0
1107811,4217656,0
1488924,4787591,0
1464507,2007186,0
3236388,4344807,0
4492467,2439853,0
3520525,3080150,0
3182752,2066616,0
1029800,914594,0
4053067,4316922,0
769418,4649864,0
2841101,372774,0
4118948,4231989,0
1563932,789957,0
2225418,3591266,0
4803844,4673069,0
2524833,1742469,0
4305274,3560077,0
1130341,1517756,0
4014764,1944464,0
1265777,2826531,0
865458,2865449,0
1488569,3052741,0
3850626,389874,0
853420,1726144,0
2602483,4003810,0
328712,3612684,0
3971063,1897411,0
463263,1081659,0
3274548,3849311,0
395518,1303700,0
4261097,329527,0
4359101,4244727,0
3285641,1013505,0
3367084,3689453,0
698389,4226793,0
2025139,3839832,0
3211367,2980307,0
2199231,579141,0
1614306,976910,0
667581,4693609,0
3573323,3284516,0
1826865,3126771,0
2713015,1142405,0
2816853,3239742,0
659520,4602715,0
4479311,567232,0
1687720,1040868,0
2595461,3897030,0
4225025,2653640,0
1875325,3553889,0
838102,2029564,0
4481427,512611,0
1327840,174130,0
471101,4020884,0
4547033,3906369,0
3631462,4301049,0
4228802,3287077,0
4555578,2236257,0
949735,2209016,0
2085489,4361438,0
4216956,4279699,0
314653,1300412,0
4851553,2227849,0
3706430,4051869,0
4823356,880720,0
418412,165525,0
2366772,4581118,0
433709,3695370,0
2999959,1095886,0
3007906,4765169,0
3651541,2875041,0
2133614,4360382,0
421972,4662617,0
2433368,1105482,0
694417,2320681,0
2460713,4027274,0
1464965,2202373,0
476062,4171662,0
2023889,3009257,0
148769,4490481,0
1880380,1899894,0
1343756,3265555,0
689839,1442661,0
4420542,3688509,0
807008,3301062,0
1981136,4660583,0
446727,2931006,0
413543,2936862,0
2368138,2210272,0
3688762,4228584,0
2772175,4319850,0
3235175,1149505,0
2448131,4536612,0
849525,2677387,0
3259542,4844969,0
2225646,515786,0
2943101,8390,0
1534995,573056,0
2904121,4854362,0
1693860,2907977,0
4128827,2540650,0
479767,2126959,0
