,Node_1,Node_2,Node_1_friends_number,Node_2_friends_number,number_of_common_friends,sum_of_friends,J_similarity,Preferential_Attachment
22834,3488452,2150418,0,0,0,0,0,0
22835,2861916,3668233,0,0,0,0,0,0
22836,4566599,1304237,0,0,0,0,0,0
22837,490968,308264,0,0,0,0,0,0
22838,4800722,1814165,0,0,0,0,0,0
22839,2090669,4172076,0,0,0,0,0,0
22840,820351,3958247,0,0,0,0,0,0
22841,2647113,845382,0,0,0,0,0,0
22842,4563058,4677373,0,0,0,0,0,0
22843,3848723,3730962,0,0,0,0,0,0
22844,1919648,1699316,0,0,0,0,0,0
22845,3725079,707862,0,0,0,0,0,0
22846,178239,1360434,0,0,0,0,0,0
22847,1855454,3022033,0,0,0,0,0,0
22848,3779031,4221979,0,0,0,0,0,0
22849,3621535,3007919,0,0,0,0,0,0
22850,3589520,207616,0,0,0,0,0,0
22851,1687710,85882,0,0,0,0,0,0
22852,621803,1593249,0,0,0,0,0,0
22853,2784468,269659,0,0,0,0,0,0
22854,4535591,3443235,0,0,0,0,0,0
22855,3051134,4273424,0,0,0,0,0,0
22856,3268742,2813121,0,0,0,0,0,0
22857,2659615,3491649,0,0,0,0,0,0
22858,1558729,1337512,0,0,0,0,0,0
22859,4336406,1052375,0,0,0,0,0,0
22860,4107833,1141209,0,0,0,0,0,0
22861,2315706,4320575,0,0,0,0,0,0
22862,3830841,3823885,0,0,0,0,0,0
22863,618766,1410355,0,0,0,0,0,0
22864,3898771,165615,0,0,0,0,0,0
22865,519089,11905,0,0,0,0,0,0
22866,1543027,4736975,0,0,0,0,0,0
22867,327092,3876974,0,0,0,0,0,0
22868,3662217,2625362,0,0,0,0,0,0
22869,3606852,2413356,0,0,0,0,0,0
22870,235254,1791519,0,0,0,0,0,0
22871,4461299,2902276,0,0,0,0,0,0
22872,638795,2083636,0,0,0,0,0,0
22873,3828858,322130,0,0,0,0,0,0
22874,2416827,2143011,0,0,0,0,0,0
22875,4329417,3761864,0,0,0,0,0,0
22876,3693232,2846379,0,0,0,0,0,0
22877,3370878,2472448,0,0,0,0,0,0
22878,2824235,1116130,0,0,0,0,0,0
22879,4084771,612623,0,0,0,0,0,0
22880,3621084,2470873,0,0,0,0,0,0
22881,4860479,2800859,0,0,0,0,0,0
22882,38395,3196160,0,0,0,0,0,0
22883,4811613,4786568,0,0,0,0,0,0
22884,3602232,1784851,0,0,0,0,0,0
22885,1498141,210544,0,0,0,0,0,0
22886,2325706,369592,0,0,0,0,0,0
22887,4205840,1954479,0,0,0,0,0,0
22888,1777313,1889688,0,0,0,0,0,0
22889,1953414,194612,0,0,0,0,0,0
22890,790594,3039417,0,0,0,0,0,0
22891,2026319,4782618,0,0,0,0,0,0
22892,4512085,651615,0,0,0,0,0,0
22893,4077498,1742225,0,0,0,0,0,0
22894,433800,2642742,0,0,0,0,0,0
22895,1386092,3445900,0,0,0,0,0,0
22896,2260981,820142,0,0,0,0,0,0
22897,3724509,77215,0,0,0,0,0,0
22898,553192,3248784,0,0,0,0,0,0
22899,4287652,3610869,0,0,0,0,0,0
22900,59246,2653941,0,0,0,0,0,0
22901,2733545,3750258,0,0,0,0,0,0
22902,189236,4156636,0,0,0,0,0,0
22903,1552779,2518931,0,0,0,0,0,0
22904,4092424,618839,0,0,0,0,0,0
22905,3277529,775709,0,0,0,0,0,0
22906,3671388,355973,0,0,0,0,0,0
22907,1451965,2504832,0,0,0,0,0,0
22908,2251212,364442,0,0,0,0,0,0
22909,677159,1103580,0,0,0,0,0,0
22910,3188266,2292542,0,0,0,0,0,0
22911,659599,507384,0,0,0,0,0,0
22912,452656,865358,0,0,0,0,0,0
22913,4819021,753600,0,0,0,0,0,0
22914,1356283,1940642,0,0,0,0,0,0
22915,1160096,216726,0,0,0,0,0,0
22916,3617485,1965703,0,0,0,0,0,0
22917,656264,4861071,0,0,0,0,0,0
22918,3313059,1828816,0,0,0,0,0,0
22919,4773266,873683,0,0,0,0,0,0
22920,1501135,2269811,0,0,0,0,0,0
22921,3327005,998666,0,0,0,0,0,0
22922,2603115,2753110,0,0,0,0,0,0
22923,3915486,4737905,0,0,0,0,0,0
22924,901928,981659,0,0,0,0,0,0
22925,4610864,3380273,0,0,0,0,0,0
22926,451062,3456744,0,0,0,0,0,0
22927,2840236,1300034,0,0,0,0,0,0
22928,1437784,1395211,0,0,0,0,0,0
22929,2966763,3145750,0,0,0,0,0,0
22930,4395074,1696053,0,0,0,0,0,0
22931,3467731,766266,0,0,0,0,0,0
22932,3021778,1881912,0,0,0,0,0,0
22933,3437630,1188232,0,0,0,0,0,0
22934,3915979,3956619,0,0,0,0,0,0
22935,2078350,2331415,0,0,0,0,0,0
22936,4841198,4148422,0,0,0,0,0,0
22937,1963819,1909842,0,0,0,0,0,0
22938,462000,41783,0,0,0,0,0,0
22939,3400667,2257540,0,0,0,0,0,0
22940,4428609,213532,0,0,0,0,0,0
22941,2273373,4051926,0,0,0,0,0,0
22942,3281960,1235157,0,0,0,0,0,0
22943,2218615,851990,0,0,0,0,0,0
22944,497855,2548758,0,0,0,0,0,0
22945,4280458,458589,0,0,0,0,0,0
22946,203011,699975,0,0,0,0,0,0
22947,2428201,2400919,0,0,0,0,0,0
22948,1978803,2635274,0,0,0,0,0,0
22949,280193,2894542,0,0,0,0,0,0
22950,2404399,4416708,0,0,0,0,0,0
22951,2225433,3920393,0,0,0,0,0,0
22952,914586,401,0,0,0,0,0,0
22953,2183575,2711157,0,0,0,0,0,0
22954,289419,1021934,0,0,0,0,0,0
22955,1303471,1818582,0,0,0,0,0,0
22956,4775353,2809743,0,0,0,0,0,0
22957,4672559,4595246,0,0,0,0,0,0
22958,2376918,1200799,0,0,0,0,0,0
22959,2525356,2827415,0,0,0,0,0,0
22960,2137225,1393824,0,0,0,0,0,0
22961,865228,909594,0,0,0,0,0,0
22962,4202839,802624,0,0,0,0,0,0
22963,3596447,4014893,0,0,0,0,0,0
22964,3893714,3795268,0,0,0,0,0,0
22965,1157944,3956709,0,0,0,0,0,0
22966,3478365,3647476,0,0,0,0,0,0
22967,94800,4552526,0,0,0,0,0,0
22968,3666316,4432140,0,0,0,0,0,0
22969,1347396,3609625,0,0,0,0,0,0
22970,250815,4442131,0,0,0,0,0,0
22971,333375,28032,0,0,0,0,0,0
22972,974889,4673002,0,0,0,0,0,0
22973,4642589,4006995,0,0,0,0,0,0
22974,3252196,4518554,0,0,0,0,0,0
22975,1112522,4009274,0,0,0,0,0,0
22976,4034109,7710,0,0,0,0,0,0
22977,2119433,2172121,0,0,0,0,0,0
22978,2168840,703861,0,0,0,0,0,0
22979,4767660,426119,0,0,0,0,0,0
22980,791943,4041285,0,0,0,0,0,0
22981,3131879,3854083,0,0,0,0,0,0
22982,245623,4343267,0,0,0,0,0,0
22983,1558774,1622065,0,0,0,0,0,0
22984,4384589,3679197,0,0,0,0,0,0
22985,3600057,3581233,0,0,0,0,0,0
22986,2280872,4472040,0,0,0,0,0,0
22987,1114478,3910506,0,0,0,0,0,0
22988,1414018,288699,0,0,0,0,0,0
22989,3161888,2766823,0,0,0,0,0,0
22990,248588,1053857,0,0,0,0,0,0
22991,1241058,894268,0,0,0,0,0,0
22992,2126495,1629948,0,0,0,0,0,0
22993,4258944,120125,0,0,0,0,0,0
22994,25003,3192883,0,0,0,0,0,0
22995,1160913,711572,0,0,0,0,0,0
22996,4356759,1262349,0,0,0,0,0,0
22997,2907873,2574060,0,0,0,0,0,0
22998,1550367,4628631,0,0,0,0,0,0
22999,3446387,3829632,0,0,0,0,0,0
23000,723105,3519254,0,0,0,0,0,0
23001,3464080,2927343,0,0,0,0,0,0
23002,1158857,4440867,0,0,0,0,0,0
23003,2546784,2810608,0,0,0,0,0,0
23004,2653767,4750115,0,0,0,0,0,0
23005,385315,2066488,0,0,0,0,0,0
23006,56417,700606,0,0,0,0,0,0
23007,3996534,248587,0,0,0,0,0,0
23008,619588,2795912,0,0,0,0,0,0
23009,2960648,1568201,0,0,0,0,0,0
23010,3323345,3086676,0,0,0,0,0,0
23011,846516,785163,0,0,0,0,0,0
23012,2510221,1170409,0,0,0,0,0,0
23013,3783321,2474098,0,0,0,0,0,0
23014,617753,3637399,0,0,0,0,0,0
23015,1416099,4310046,0,0,0,0,0,0
23016,482686,544036,0,0,0,0,0,0
23017,3858759,2123297,0,0,0,0,0,0
23018,1999861,1300562,0,0,0,0,0,0
23019,4028448,3154940,0,0,0,0,0,0
23020,1710425,1060037,0,0,0,0,0,0
23021,4610935,1019600,0,0,0,0,0,0
23022,1278645,3288847,0,0,0,0,0,0
23023,4181906,982017,0,0,0,0,0,0
23024,3935644,2825767,0,0,0,0,0,0
23025,4711890,54768,0,0,0,0,0,0
23026,2705641,4493032,0,0,0,0,0,0
23027,2718706,282854,0,0,0,0,0,0
23028,161065,982021,0,0,0,0,0,0
23029,4783875,2034187,0,0,0,0,0,0
23030,1092709,2825702,0,0,0,0,0,0
23031,4586474,4292577,0,0,0,0,0,0
23032,1175031,2509420,0,0,0,0,0,0
23033,3598923,457429,0,0,0,0,0,0
23034,1326298,1315953,0,0,0,0,0,0
23035,2056059,3727761,0,0,0,0,0,0
23036,2752157,1620038,0,0,0,0,0,0
23037,2220268,3328599,0,0,0,0,0,0
23038,4826980,3187020,0,0,0,0,0,0
23039,2374412,516927,0,0,0,0,0,0
23040,2618116,936536,0,0,0,0,0,0
23041,4158439,2977958,0,0,0,0,0,0
23042,752794,2232802,0,0,0,0,0,0
23043,1118485,4672175,0,0,0,0,0,0
23044,3680981,1348498,0,0,0,0,0,0
23045,1848670,3415887,0,0,0,0,0,0
23046,3676741,4779355,0,0,0,0,0,0
23047,4547473,363827,0,0,0,0,0,0
23048,399397,1971894,0,0,0,0,0,0
23049,3726428,53010,0,0,0,0,0,0
23050,576413,1449872,0,0,0,0,0,0
23051,1073486,3627512,0,0,0,0,0,0
23052,617999,212092,0,0,0,0,0,0
23053,2386554,1108712,0,0,0,0,0,0
23054,130947,3473976,0,0,0,0,0,0
23055,3645105,3619331,0,0,0,0,0,0
23056,2679175,2111209,0,0,0,0,0,0
23057,2559093,365683,0,0,0,0,0,0
23058,1832752,4168490,0,0,0,0,0,0
23059,755235,3022475,0,0,0,0,0,0
23060,1057520,3812788,0,0,0,0,0,0
23061,4663094,137981,0,0,0,0,0,0
23062,2852464,879733,0,0,0,0,0,0
23063,591386,1347733,0,0,0,0,0,0
23064,945983,3078700,0,0,0,0,0,0
23065,4705780,2656574,0,0,0,0,0,0
23066,4450681,1900762,0,0,0,0,0,0
23067,3124185,3931132,0,0,0,0,0,0
23068,175753,3559715,0,0,0,0,0,0
23069,2038156,2363229,0,0,0,0,0,0
23070,2055171,1449480,0,0,0,0,0,0
23071,4444632,4068067,0,0,0,0,0,0
23072,2152899,1992416,0,0,0,0,0,0
23073,1783722,1032805,0,0,0,0,0,0
23074,3050855,2847535,0,0,0,0,0,0
23075,2946291,327963,0,0,0,0,0,0
23076,1209489,109197,0,0,0,0,0,0
23077,3134236,3853549,0,0,0,0,0,0
23078,3770955,4501240,0,0,0,0,0,0
23079,1272577,4819388,0,0,0,0,0,0
23080,986005,2105015,0,0,0,0,0,0
23081,658501,4682427,0,0,0,0,0,0
23082,4784634,3883302,0,0,0,0,0,0
23083,2482311,3667449,0,0,0,0,0,0
23084,4515403,3675371,0,0,0,0,0,0
23085,346749,2709472,0,0,0,0,0,0
23086,9787,3146934,0,0,0,0,0,0
23087,1035119,1095799,0,0,0,0,0,0
23088,2159495,4709757,0,0,0,0,0,0
23089,819790,3006088,0,0,0,0,0,0
23090,4111291,1403410,0,0,0,0,0,0
23091,1665024,775896,0,0,0,0,0,0
23092,3608231,4459423,0,0,0,0,0,0
23093,1556673,1803796,0,0,0,0,0,0
23094,825513,2127030,0,0,0,0,0,0
23095,301884,2319818,0,0,0,0,0,0
23096,3664258,1764493,0,0,0,0,0,0
23097,4462668,1383086,0,0,0,0,0,0
23098,4807005,644811,0,0,0,0,0,0
23099,3867408,3427774,0,0,0,0,0,0
23100,3215018,1292093,0,0,0,0,0,0
23101,642563,1034971,0,0,0,0,0,0
23102,1344957,2252303,0,0,0,0,0,0
23103,55345,1099732,0,0,0,0,0,0
23104,1868981,734090,0,0,0,0,0,0
23105,3533184,2127596,0,0,0,0,0,0
23106,492832,4828613,0,0,0,0,0,0
23107,4281613,4331800,0,0,0,0,0,0
23108,1866489,2378813,0,0,0,0,0,0
23109,3910532,3580512,0,0,0,0,0,0
23110,1551444,1343993,0,0,0,0,0,0
23111,4189424,1561661,0,0,0,0,0,0
23112,2606729,3394697,0,0,0,0,0,0
23113,2384923,3229586,0,0,0,0,0,0
23114,3953697,4473643,0,0,0,0,0,0
23115,2394666,2786797,0,0,0,0,0,0
23116,2634661,4031608,0,0,0,0,0,0
23117,4448139,915609,0,0,0,0,0,0
23118,1471292,2177402,0,0,0,0,0,0
23119,3546975,1508263,0,0,0,0,0,0
23120,1210834,221396,0,0,0,0,0,0
23121,2871692,3482258,0,0,0,0,0,0
23122,4571019,4236916,0,0,0,0,0,0
23123,3113448,723658,0,0,0,0,0,0
23124,3746213,3852246,0,0,0,0,0,0
23125,1639171,4428849,0,0,0,0,0,0
23126,1282533,3757985,0,0,0,0,0,0
23127,3102404,4326894,0,0,0,0,0,0
23128,2035164,119814,0,0,0,0,0,0
23129,1694890,2557189,0,0,0,0,0,0
23130,510135,4685894,0,0,0,0,0,0
23131,2878400,3369174,0,0,0,0,0,0
23132,3403246,2746570,0,0,0,0,0,0
23133,2957960,3239050,0,0,0,0,0,0
23134,1008220,1580547,0,0,0,0,0,0
23135,2767198,1874974,0,0,0,0,0,0
23136,687147,4448193,0,0,0,0,0,0
23137,975063,1345740,0,0,0,0,0,0
23138,4140101,320552,0,0,0,0,0,0
23139,3841844,526327,0,0,0,0,0,0
23140,3592644,4024559,0,0,0,0,0,0
23141,1695563,2625543,0,0,0,0,0,0
23142,1374038,2656152,0,0,0,0,0,0
23143,1047664,4559462,0,0,0,0,0,0
23144,4580222,3123584,0,0,0,0,0,0
23145,4082840,1230294,0,0,0,0,0,0
23146,4192811,940396,0,0,0,0,0,0
23147,3681396,1257502,0,0,0,0,0,0
23148,3204679,83729,0,0,0,0,0,0
23149,3479347,4730869,0,0,0,0,0,0
23150,3958350,3881841,0,0,0,0,0,0
23151,1045067,2820957,0,0,0,0,0,0
23152,3972753,2841068,0,0,0,0,0,0
23153,168377,3868689,0,0,0,0,0,0
23154,2341622,2328590,0,0,0,0,0,0
23155,2976151,2947226,0,0,0,0,0,0
23156,168582,395038,0,0,0,0,0,0
23157,4471022,2612219,0,0,0,0,0,0
23158,4306551,2921899,0,0,0,0,0,0
23159,4022927,3837281,0,0,0,0,0,0
23160,2213012,627658,0,0,0,0,0,0
23161,236557,3258468,0,0,0,0,0,0
23162,2763193,748721,0,0,0,0,0,0
23163,4189390,967737,0,0,0,0,0,0
23164,1839912,14028,0,0,0,0,0,0
23165,4382188,1746427,0,0,0,0,0,0
23166,4337724,1702094,0,0,0,0,0,0
23167,1783376,648060,0,0,0,0,0,0
23168,4438120,4354166,0,0,0,0,0,0
23169,48016,213964,0,0,0,0,0,0
23170,1069101,4510076,0,0,0,0,0,0
23171,3802254,889145,0,0,0,0,0,0
23172,153215,2251180,0,0,0,0,0,0
23173,361858,4727609,0,0,0,0,0,0
23174,205027,4522677,0,0,0,0,0,0
23175,2809261,3554672,0,0,0,0,0,0
23176,1858081,3103663,0,0,0,0,0,0
23177,2184699,846922,0,0,0,0,0,0
23178,1854416,1845286,0,0,0,0,0,0
23179,3443775,2640497,0,0,0,0,0,0
23180,2674449,4215490,0,0,0,0,0,0
23181,4028554,2245392,0,0,0,0,0,0
23182,588986,959888,0,0,0,0,0,0
23183,1873582,1715732,0,0,0,0,0,0
23184,3551127,4079209,0,0,0,0,0,0
23185,46034,150492,0,0,0,0,0,0
23186,2365673,308073,0,0,0,0,0,0
23187,1069054,1360827,0,0,0,0,0,0
23188,2579186,4368626,0,0,0,0,0,0
23189,846550,4516253,0,0,0,0,0,0
23190,2254775,4663983,0,0,0,0,0,0
23191,2159850,2978502,0,0,0,0,0,0
23192,1946345,2691318,0,0,0,0,0,0
23193,563249,2708221,0,0,0,0,0,0
23194,3458791,1764843,0,0,0,0,0,0
23195,4831321,3622015,0,0,0,0,0,0
23196,597969,4529206,0,0,0,0,0,0
23197,1544616,951329,0,0,0,0,0,0
23198,1930583,1892789,0,0,0,0,0,0
23199,2063559,3407687,0,0,0,0,0,0
23200,3750481,2834543,0,0,0,0,0,0
23201,3005323,2739650,0,0,0,0,0,0
23202,2979334,2568124,0,0,0,0,0,0
23203,704985,4303286,0,0,0,0,0,0
23204,1318822,902884,0,0,0,0,0,0
23205,4851937,739199,0,0,0,0,0,0
23206,135975,3368559,0,0,0,0,0,0
23207,4365283,3914351,0,0,0,0,0,0
23208,1264972,1590194,0,0,0,0,0,0
23209,2815244,819605,0,0,0,0,0,0
23210,4178653,1844546,0,0,0,0,0,0
23211,3348728,3364780,0,0,0,0,0,0
23212,3870479,1495017,0,0,0,0,0,0
23213,4682558,1693758,0,0,0,0,0,0
23214,1515451,648946,0,0,0,0,0,0
23215,4572280,3118272,0,0,0,0,0,0
23216,370373,1023979,0,0,0,0,0,0
23217,3881312,2945058,0,0,0,0,0,0
23218,4487410,935545,0,0,0,0,0,0
23219,2071898,3756407,0,0,0,0,0,0
23220,1834604,1166607,0,0,0,0,0,0
23221,4854163,4712619,0,0,0,0,0,0
23222,107607,1812887,0,0,0,0,0,0
23223,1885052,3272319,0,0,0,0,0,0
23224,4170087,2100139,0,0,0,0,0,0
23225,3149928,4278835,0,0,0,0,0,0
23226,2054968,1273798,0,0,0,0,0,0
23227,2308533,4471360,0,0,0,0,0,0
23228,2999310,1572763,0,0,0,0,0,0
23229,4646571,3512871,0,0,0,0,0,0
23230,726458,2682255,0,0,0,0,0,0
23231,221348,1281420,0,0,0,0,0,0
23232,434317,3718786,0,0,0,0,0,0
23233,4830532,4297998,0,0,0,0,0,0
23234,994621,2567524,0,0,0,0,0,0
23235,3514008,418786,0,0,0,0,0,0
23236,3541199,1467477,0,0,0,0,0,0
23237,3956520,2855545,0,0,0,0,0,0
23238,728951,3781868,0,0,0,0,0,0
23239,4612196,1751274,0,0,0,0,0,0
23240,903252,4846828,0,0,0,0,0,0
23241,3040581,1417556,0,0,0,0,0,0
23242,2799509,3395358,0,0,0,0,0,0
23243,3008058,4474739,0,0,0,0,0,0
23244,321331,2906738,0,0,0,0,0,0
23245,3830875,495710,0,0,0,0,0,0
23246,4402459,4058701,0,0,0,0,0,0
23247,1892090,1819712,0,0,0,0,0,0
23248,723150,2506022,0,0,0,0,0,0
23249,432533,4707931,0,0,0,0,0,0
23250,1499896,3653361,0,0,0,0,0,0
23251,3786003,2945120,0,0,0,0,0,0
23252,139617,2672344,0,0,0,0,0,0
23253,1768307,5348,0,0,0,0,0,0
23254,1063983,117864,0,0,0,0,0,0
23255,352726,3303667,0,0,0,0,0,0
23256,3921978,1523132,0,0,0,0,0,0
23257,1964909,1800773,0,0,0,0,0,0
23258,4141652,4515980,0,0,0,0,0,0
23259,705528,1091389,0,0,0,0,0,0
23260,154214,4445617,0,0,0,0,0,0
23261,379352,3139376,0,0,0,0,0,0
23262,2980908,2470843,0,0,0,0,0,0
23263,1227225,580715,0,0,0,0,0,0
23264,1152488,4501724,0,0,0,0,0,0
23265,4834921,4406616,0,0,0,0,0,0
23266,4151411,2218204,0,0,0,0,0,0
23267,1969551,3167244,0,0,0,0,0,0
23268,843458,684420,0,0,0,0,0,0
23269,1814184,3112824,0,0,0,0,0,0
23270,260672,1550926,0,0,0,0,0,0
23271,2573218,1999078,0,0,0,0,0,0
23272,154776,402334,0,0,0,0,0,0
23273,801545,3946498,0,0,0,0,0,0
23274,2222909,193310,0,0,0,0,0,0
23275,3675754,692128,0,0,0,0,0,0
23276,2333957,94159,0,0,0,0,0,0
23277,1099126,2786737,0,0,0,0,0,0
23278,1548358,3180423,0,0,0,0,0,0
23279,3414497,3683807,0,0,0,0,0,0
23280,4276891,3769875,0,0,0,0,0,0
23281,2540605,3108446,0,0,0,0,0,0
23282,4514822,924063,0,0,0,0,0,0
23283,2178403,3739401,0,0,0,0,0,0
23284,1122475,2403365,0,0,0,0,0,0
23285,2460235,1141749,0,0,0,0,0,0
23286,4558430,3184611,0,0,0,0,0,0
23287,2352259,1879476,0,0,0,0,0,0
23288,3399822,4720706,0,0,0,0,0,0
23289,3255822,2702364,0,0,0,0,0,0
23290,2640479,1554084,0,0,0,0,0,0
23291,1450726,2466071,0,0,0,0,0,0
23292,2347122,2051911,0,0,0,0,0,0
23293,3091985,3824648,0,0,0,0,0,0
23294,2354320,647920,0,0,0,0,0,0
23295,3789559,2931336,0,0,0,0,0,0
23296,1695507,4751828,0,0,0,0,0,0
23297,1602492,4453412,0,0,0,0,0,0
23298,2232364,747541,0,0,0,0,0,0
23299,1933130,2373401,0,0,0,0,0,0
23300,689348,163643,0,0,0,0,0,0
23301,530937,628141,0,0,0,0,0,0
23302,265597,1420284,0,0,0,0,0,0
23303,140442,886866,0,0,0,0,0,0
23304,4592570,3278631,0,0,0,0,0,0
23305,3418477,4699187,0,0,0,0,0,0
23306,2982111,2563100,0,0,0,0,0,0
23307,2370748,1249052,0,0,0,0,0,0
23308,3455755,2666372,0,0,0,0,0,0
23309,3218767,1872557,0,0,0,0,0,0
23310,2772727,2906897,0,0,0,0,0,0
23311,3760986,648319,0,0,0,0,0,0
23312,3538798,3471304,0,0,0,0,0,0
23313,4550876,418753,0,0,0,0,0,0
23314,2474029,219507,0,0,0,0,0,0
23315,1914856,3482253,0,0,0,0,0,0
23316,753278,3154827,0,0,0,0,0,0
23317,58458,4103517,0,0,0,0,0,0
23318,2932947,2888162,0,0,0,0,0,0
23319,2329234,4002418,0,0,0,0,0,0
23320,3056751,1183407,0,0,0,0,0,0
23321,2213704,1152572,0,0,0,0,0,0
23322,4277723,2591003,0,0,0,0,0,0
23323,433763,261597,0,0,0,0,0,0
23324,2916583,1268677,0,0,0,0,0,0
23325,507936,3136104,0,0,0,0,0,0
23326,1273220,2734780,0,0,0,0,0,0
23327,2025474,2189119,0,0,0,0,0,0
23328,2769989,4083493,0,0,0,0,0,0
23329,1945883,4473556,0,0,0,0,0,0
23330,3052622,3748541,0,0,0,0,0,0
23331,3749988,3245771,0,0,0,0,0,0
23332,2348935,1843417,0,0,0,0,0,0
23333,351396,2124052,0,0,0,0,0,0
23334,4312548,1463314,0,0,0,0,0,0
23335,4480365,2334707,0,0,0,0,0,0
23336,1865506,1022582,0,0,0,0,0,0
23337,3408652,1988505,0,0,0,0,0,0
23338,4786998,1954124,0,0,0,0,0,0
23339,4422157,934817,0,0,0,0,0,0
23340,115021,1619029,0,0,0,0,0,0
23341,1319619,1634136,0,0,0,0,0,0
23342,4769867,884663,0,0,0,0,0,0
23343,710304,1103087,0,0,0,0,0,0
23344,1367501,3074422,0,0,0,0,0,0
23345,1649100,1553660,0,0,0,0,0,0
23346,3055826,3350458,0,0,0,0,0,0
23347,1184953,890104,0,0,0,0,0,0
23348,1474169,1379312,0,0,0,0,0,0
23349,697019,676357,0,0,0,0,0,0
23350,2376569,4593314,0,0,0,0,0,0
23351,3353874,3892519,0,0,0,0,0,0
23352,315104,3299219,0,0,0,0,0,0
23353,3390714,4402863,0,0,0,0,0,0
23354,1091301,2888800,0,0,0,0,0,0
23355,1881706,3575967,0,0,0,0,0,0
23356,377901,2380192,0,0,0,0,0,0
23357,4011845,2617116,0,0,0,0,0,0
23358,1669959,4119464,0,0,0,0,0,0
23359,2350014,3542329,0,0,0,0,0,0
23360,3202168,4545060,0,0,0,0,0,0
23361,4769890,1252160,0,0,0,0,0,0
23362,846127,2234046,0,0,0,0,0,0
23363,502496,1879996,0,0,0,0,0,0
23364,4376697,2286101,0,0,0,0,0,0
23365,4133618,4670063,0,0,0,0,0,0
23366,3054507,4185553,0,0,0,0,0,0
23367,24965,3372394,0,0,0,0,0,0
23368,1033299,3173669,0,0,0,0,0,0
23369,265869,58313,0,0,0,0,0,0
23370,1460797,2962371,0,0,0,0,0,0
23371,4611763,3917972,0,0,0,0,0,0
23372,3873447,4526503,0,0,0,0,0,0
23373,3968555,1962928,0,0,0,0,0,0
23374,958173,4474085,0,0,0,0,0,0
23375,213103,395396,0,0,0,0,0,0
23376,2259454,4168567,0,0,0,0,0,0
23377,77623,3122119,0,0,0,0,0,0
23378,4395589,583244,0,0,0,0,0,0
23379,3732296,3730143,0,0,0,0,0,0
23380,3212061,4813663,0,0,0,0,0,0
23381,4072798,326894,0,0,0,0,0,0
23382,916768,1432111,0,0,0,0,0,0
23383,3269535,570485,0,0,0,0,0,0
23384,3396095,674615,0,0,0,0,0,0
23385,4619332,3255420,0,0,0,0,0,0
23386,4479877,4279011,0,0,0,0,0,0
23387,3598401,1754515,0,0,0,0,0,0
23388,2115389,530911,0,0,0,0,0,0
23389,504282,1323069,0,0,0,0,0,0
23390,1854275,1777593,0,0,0,0,0,0
23391,3581698,487597,0,0,0,0,0,0
23392,3154293,1546661,0,0,0,0,0,0
23393,1920072,1436847,0,0,0,0,0,0
23394,2990047,1887109,0,0,0,0,0,0
23395,4032158,3394514,0,0,0,0,0,0
23396,2689943,2274728,0,0,0,0,0,0
23397,2277238,598613,0,0,0,0,0,0
23398,1460390,1115506,0,0,0,0,0,0
23399,225312,4696182,0,0,0,0,0,0
23400,4208065,1419357,0,0,0,0,0,0
23401,267548,3222866,0,0,0,0,0,0
23402,3497401,977005,0,0,0,0,0,0
23403,1360729,2021356,0,0,0,0,0,0
23404,3844396,2721217,0,0,0,0,0,0
23405,1177006,708750,0,0,0,0,0,0
23406,2683877,769743,0,0,0,0,0,0
23407,3282146,2450759,0,0,0,0,0,0
23408,2707269,1868847,0,0,0,0,0,0
23409,3862355,1917148,0,0,0,0,0,0
23410,3472080,3394539,0,0,0,0,0,0
23411,4753161,3123998,0,0,0,0,0,0
23412,2956987,3806808,0,0,0,0,0,0
23413,3015348,3865515,0,0,0,0,0,0
23414,3698898,2494077,0,0,0,0,0,0
23415,1178074,4355295,0,0,0,0,0,0
23416,3774930,4519337,0,0,0,0,0,0
23417,3684663,3128408,0,0,0,0,0,0
23418,2726949,2462048,0,0,0,0,0,0
23419,1829091,3254519,0,0,0,0,0,0
23420,703601,1673301,0,0,0,0,0,0
23421,2166351,1834698,0,0,0,0,0,0
23422,2482694,2872303,0,0,0,0,0,0
23423,3397151,1726204,0,0,0,0,0,0
23424,2113555,1965103,0,0,0,0,0,0
23425,623197,175894,0,0,0,0,0,0
23426,201646,4081622,0,0,0,0,0,0
23427,3723053,1028014,0,0,0,0,0,0
23428,1635649,3654405,0,0,0,0,0,0
23429,2972625,3302857,0,0,0,0,0,0
23430,2112989,2749018,0,0,0,0,0,0
23431,3285813,3310946,0,0,0,0,0,0
23432,3730176,3333130,0,0,0,0,0,0
23433,350841,3743361,0,0,0,0,0,0
23434,291969,859479,0,0,0,0,0,0
23435,1636752,2390771,0,0,0,0,0,0
23436,4412721,2553494,0,0,0,0,0,0
23437,609403,1841910,0,0,0,0,0,0
23438,4159149,3683026,0,0,0,0,0,0
23439,4367540,2025173,0,0,0,0,0,0
23440,482405,717450,0,0,0,0,0,0
23441,3086187,1368398,0,0,0,0,0,0
23442,3156054,1513295,0,0,0,0,0,0
23443,2685430,2162535,0,0,0,0,0,0
23444,1990232,951897,0,0,0,0,0,0
23445,3725874,3540965,0,0,0,0,0,0
23446,1192017,4734184,0,0,0,0,0,0
23447,1336454,1819593,0,0,0,0,0,0
23448,401165,3241985,0,0,0,0,0,0
23449,575344,216344,0,0,0,0,0,0
23450,1034078,1768987,0,0,0,0,0,0
